study_accession	sample_accession	experiment_accession	run_accession	scientific_name	library_name	nominal_length	library_source	read_count	study_title	fastq_bytes	fastq_md5	fastq_ftp	sample_alias
PRJEB7866	SAMEA3143263	ERX639191	ERR694211	metagenome	FS904_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	359272193;360037669	446f9e6136bfb33399415e9e86cb2a8f;4be5871ccd7a9f42a45b41cbf44d10c2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694211/ERR694211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694211/ERR694211_2.fastq.gz	FS903_Marker113_DNA
PRJEB7866	SAMEA3143263	ERX639192	ERR694212	metagenome	FS904_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	357341990;359268264	cd1f06383c881da8feb982c38c81a452;caa2e2eb251caae4ad15fb4039eed543	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694212/ERR694212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694212/ERR694212_2.fastq.gz	FS903_Marker113_DNA
PRJEB7866	SAMEA3143263	ERX639193	ERR694213	metagenome	FS904_Marker113_DNA	290	METAGENOMIC	2726938	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	245961297;246389194	f3c562f63fb911c9f0a51f82ec3e88ba;64f2d085f06b78e6c66fa0134061bfe9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694213/ERR694213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694213/ERR694213_2.fastq.gz	FS903_Marker113_DNA
PRJEB7866	SAMEA3143268	ERX639273	ERR694356	metagenome	FS891_Anemone_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	332332160;338340589	57cadcb6587a98c5bdd4929fd6e9ae30;fda77c24df70c125f3c816db382255a2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694356/ERR694356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694356/ERR694356_2.fastq.gz	FS891_Anemone_RNA
PRJEB7866	SAMEA3143268	ERX639274	ERR694357	metagenome	FS891_Anemone_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	329897963;336372572	b6af9c4a92163c579a9a97b9d298e88e;aaae6ad48be367a5a93145d613e4c20b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694357/ERR694357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694357/ERR694357_2.fastq.gz	FS891_Anemone_RNA
PRJEB7866	SAMEA3143268	ERX639275	ERR694358	metagenome	FS891_Anemone_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	329496244;337601673	9f998da112d089eaa6ba6464708c9095;09ed3803429caf25e7d46a83811d9ecf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694358/ERR694358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694358/ERR694358_2.fastq.gz	FS891_Anemone_RNA
PRJEB7866	SAMEA3143268	ERX639276	ERR694359	metagenome	FS891_Anemone_RNA	292	METATRANSCRIPTOMIC	2719801	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	224315940;229710554	b14629d1bc65b9859ce3974550aa32e6;0d41160944b72e918463ad67a1feb9b1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694359/ERR694359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694359/ERR694359_2.fastq.gz	FS891_Anemone_RNA
PRJEB7866	SAMEA3143270	ERX639277	ERR694360	metagenome	FS896_ElGuapo_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	342535485;348855224	a5dded17b8e874fefb9499e80ad32df1;6c9542158020b023cc5791f349d28898	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694360/ERR694360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694360/ERR694360_2.fastq.gz	FS896_ElGuapo_RNA
PRJEB7866	SAMEA3143270	ERX639278	ERR694361	metagenome	FS896_ElGuapo_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	335930947;343807509	533bbe3b94fefbeeb762fe18a666304e;483dd5ecf9d1f81b5e305ab78f2c3266	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694361/ERR694361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694361/ERR694361_2.fastq.gz	FS896_ElGuapo_RNA
PRJEB7866	SAMEA3143270	ERX639279	ERR694362	metagenome	FS896_ElGuapo_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	332082018;339371762	35c8d5abd816f2f5851f8440ab128668;47f4acf588d1b3176e9587959857a4bc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694362/ERR694362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694362/ERR694362_2.fastq.gz	FS896_ElGuapo_RNA
PRJEB7866	SAMEA3143270	ERX639280	ERR694363	metagenome	FS896_ElGuapo_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	336557495;344857322	886154a1696d98c3f1da6bd8d88fa409;5bb19ce3a11a4f686ebc6ed51f30fc86	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694363/ERR694363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694363/ERR694363_2.fastq.gz	FS896_ElGuapo_RNA
PRJEB7866	SAMEA3143270	ERX639281	ERR694364	metagenome	FS896_ElGuapo_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	329410063;339079777	f930dfff745debb25b1d7e9682341a00;6df7862fa3a54f04d3b3acd6f409e47b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694364/ERR694364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694364/ERR694364_2.fastq.gz	FS896_ElGuapo_RNA
PRJEB7866	SAMEA3143270	ERX639282	ERR694365	metagenome	FS896_ElGuapo_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	331961950;340969820	3fc93d3633731db3f0065f7dd9ded07f;34297111a5909dfe72da3387158a0b54	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694365/ERR694365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694365/ERR694365_2.fastq.gz	FS896_ElGuapo_RNA
PRJEB7866	SAMEA3143270	ERX639283	ERR694366	metagenome	FS896_ElGuapo_RNA	292	METATRANSCRIPTOMIC	231682	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	20817283;21360730	59ab4389921bd570f61d754598a2f5f5;749b9c54fb69f2d7f0ddd1661317c4e1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694366/ERR694366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694366/ERR694366_2.fastq.gz	FS896_ElGuapo_RNA
PRJEB7866	SAMEA3143272	ERX639284	ERR694367	metagenome	FS898_N3Area_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	327482703;332436516	b2657f102c47cfc1594dd879c70d9601;52a1cab1126cb55aee7a5e2858b55dd8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694367/ERR694367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694367/ERR694367_2.fastq.gz	FS898_N3Area_RNA
PRJEB7866	SAMEA3143272	ERX639285	ERR694368	metagenome	FS898_N3Area_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	320536125;326009585	d27e9f692e4d4bddc671aab97dca3757;6f97cbdf0ea63f812e1298ba0a55b102	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694368/ERR694368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694368/ERR694368_2.fastq.gz	FS898_N3Area_RNA
PRJEB7866	SAMEA3143272	ERX639286	ERR694369	metagenome	FS898_N3Area_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	322298998;328114296	deae1c2ad0072fe69120e6620a1734e4;82db63444ee0f3831946a5532719b9b0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694369/ERR694369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694369/ERR694369_2.fastq.gz	FS898_N3Area_RNA
PRJEB7866	SAMEA3143272	ERX639287	ERR694370	metagenome	FS898_N3Area_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	321992777;329489497	7b444822d5ead62dcfdcfe281886f7d9;d97c9bcc4c1e1ebe47ec6e21cc6742a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694370/ERR694370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694370/ERR694370_2.fastq.gz	FS898_N3Area_RNA
PRJEB7866	SAMEA3143272	ERX639288	ERR694371	metagenome	FS898_N3Area_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	323638954;330407752	e2a47148e803068461ec58a79ead8621;34336d264662ec31342e0032ecabdcff	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694371/ERR694371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694371/ERR694371_2.fastq.gz	FS898_N3Area_RNA
PRJEB7866	SAMEA3143272	ERX639289	ERR694372	metagenome	FS898_N3Area_RNA	292	METATRANSCRIPTOMIC	23363	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	2050641;2106406	87049017cc247802ee68c6218fcbdfcc;29418b1fbfd86e8f7dd3e1a5bbbfc827	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694372/ERR694372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694372/ERR694372_2.fastq.gz	FS898_N3Area_RNA
PRJEB7866	SAMEA3143274	ERX639290	ERR694373	metagenome	FS900_Dependable_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	353186258;362257127	23014386461d8b0758b4a4ea02f92f89;a44f7b6a84c9152a4d60513a316803e5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694373/ERR694373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694373/ERR694373_2.fastq.gz	FS900_Dependable_RNA
PRJEB7866	SAMEA3143274	ERX639291	ERR694374	metagenome	FS900_Dependable_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	350464981;360368900	a1d0d829d840e42459969c491ea7ce3f;f965ea73cc748cc0e4d3fc137f61e2f0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694374/ERR694374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694374/ERR694374_2.fastq.gz	FS900_Dependable_RNA
PRJEB7866	SAMEA3143274	ERX639292	ERR694375	metagenome	FS900_Dependable_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	350533826;361758135	0402056690ffbf6a778638abf1085bac;aa0921a2546dcfda7c8e4401d15dbde7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694375/ERR694375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694375/ERR694375_2.fastq.gz	FS900_Dependable_RNA
PRJEB7866	SAMEA3143274	ERX639293	ERR694376	metagenome	FS900_Dependable_RNA	292	METATRANSCRIPTOMIC	2667175	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	233414606;240900266	05a474f7ca07bc1df1fd4ebd38a6b748;bdcd77d0bda953fd3328c891f7151f80	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694376/ERR694376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694376/ERR694376_2.fastq.gz	FS900_Dependable_RNA
PRJEB7866	SAMEA3143266	ERX639294	ERR694377	metagenome	FS904_Marker33_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	318285520;327012319	f5d63978cfda4b27d3a862d2bc5c6c2c;3589c414b033f34177402cafd907693d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694377/ERR694377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694377/ERR694377_2.fastq.gz	FS904_Marker33_RNA
PRJEB7866	SAMEA3143266	ERX639295	ERR694378	metagenome	FS904_Marker33_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	310161460;320308072	fd0e1210636fa34324aeaa6d6b995ba1;1cde5168aaeb1275d897e4d0b8bcb8d7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694378/ERR694378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694378/ERR694378_2.fastq.gz	FS904_Marker33_RNA
PRJEB7866	SAMEA3143266	ERX639296	ERR694379	metagenome	FS904_Marker33_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	308443073;317936669	cc6c41331802bbc9a4d20e6262dce567;1c8e87d37d4745f221f0589f56ab6925	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694379/ERR694379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694379/ERR694379_2.fastq.gz	FS904_Marker33_RNA
PRJEB7866	SAMEA3143266	ERX639297	ERR694380	metagenome	FS904_Marker33_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	312108197;323220108	e07a0572f462ce5cd0f6103586076415;02e65f3864d3fc93af1d8d5c2eaad444	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694380/ERR694380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694380/ERR694380_2.fastq.gz	FS904_Marker33_RNA
PRJEB7866	SAMEA3143266	ERX639298	ERR694381	metagenome	FS904_Marker33_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	305689399;317394143	d5fb0401503d864d18d745efa4b3dfb0;5f588b878358b5c98100075504e3e1bb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694381/ERR694381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694381/ERR694381_2.fastq.gz	FS904_Marker33_RNA
PRJEB7866	SAMEA3143266	ERX639299	ERR694382	metagenome	FS904_Marker33_RNA	292	METATRANSCRIPTOMIC	2996980	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	234700293;242416291	147dc4a00979b6179f79786c8d5a6587;18e52e0b9037fb5dd284ebc29a95df86	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694382/ERR694382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694382/ERR694382_2.fastq.gz	FS904_Marker33_RNA
PRJEB7866	SAMEA3143264	ERX639300	ERR694383	metagenome	FS903_Marker113_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	286683252;303697396	e3e8d8749098dae9e6f8e91da8a77ac9;a994e767adb103cc208b134016f6d928	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694383/ERR694383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694383/ERR694383_2.fastq.gz	FS903_Marker113_RNA
PRJEB7866	SAMEA3143264	ERX639301	ERR694384	metagenome	FS903_Marker113_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	287445888;305683299	928072728ddc431bbc800f3c1628281c;9cb3367916660aa0c5e13c6ec5a9e5b8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694384/ERR694384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694384/ERR694384_2.fastq.gz	FS903_Marker113_RNA
PRJEB7866	SAMEA3143264	ERX639302	ERR694385	metagenome	FS903_Marker113_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	286407845;304100292	cc452d69eb78d79e6ad82f1697343791;49d32504864bb02e6866b222fbcb39dc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694385/ERR694385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694385/ERR694385_2.fastq.gz	FS903_Marker113_RNA
PRJEB7866	SAMEA3143264	ERX639303	ERR694386	metagenome	FS903_Marker113_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	286843762;304389893	f1b087e8eca74e4101e348ddd6d5ea19;788af8c00be36d84fbfa91d0de43669f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694386/ERR694386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694386/ERR694386_2.fastq.gz	FS903_Marker113_RNA
PRJEB7866	SAMEA3143264	ERX639304	ERR694387	metagenome	FS903_Marker113_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	280654886;300455744	6c5e7f6c1b4c2e59159f438b5530c3f3;ec394e3b554bc86b9cae8f9f794ef95b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694387/ERR694387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694387/ERR694387_2.fastq.gz	FS903_Marker113_RNA
PRJEB7866	SAMEA3143264	ERX639305	ERR694388	metagenome	FS903_Marker113_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	281978201;303130537	af35cd6da7a20d548ad718583a13d1bc;0e7d595e89e3fbce360457d275a72aa0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694388/ERR694388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694388/ERR694388_2.fastq.gz	FS903_Marker113_RNA
PRJEB7866	SAMEA3143264	ERX639306	ERR694389	metagenome	FS903_Marker113_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	283213720;303311969	43c914bc0ef8006908659e8acc8c3309;c7648486eff09055f41f4a0b4005b8f7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694389/ERR694389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694389/ERR694389_2.fastq.gz	FS903_Marker113_RNA
PRJEB7866	SAMEA3143264	ERX639307	ERR694390	metagenome	FS903_Marker113_RNA	292	METATRANSCRIPTOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	285356204;304957241	d6db93cdf06d3dec7e6e461e951e551b;b20fa8c4bdaf14c43298f84504ff7e98	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694390/ERR694390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694390/ERR694390_2.fastq.gz	FS903_Marker113_RNA
PRJEB7866	SAMEA3143264	ERX639308	ERR694391	metagenome	FS903_Marker113_RNA	292	METATRANSCRIPTOMIC	241582	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	18751738;19713552	92128fbe4a4d9a65d24d3c913450ef4a;03a19954e09ffd1a64af768990f2282b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694391/ERR694391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694391/ERR694391_2.fastq.gz	FS903_Marker113_RNA
